time,phase_unwrapped
4.519999898970127106e+00,1.801167057084857026e+00
4.524999898858368397e+00,1.819446628360033902e+00
4.529999898746609688e+00,1.817205200055369785e+00
4.534999898634850979e+00,1.826776377826328401e+00
4.539999898523092270e+00,1.831171846541024273e+00
4.544999898411333561e+00,1.825823837812685646e+00
4.549999898299574852e+00,1.822713760381732939e+00
4.554999898187816143e+00,1.825979315671519609e+00
4.559999898076057434e+00,1.828184201092341254e+00
4.564999897964298725e+00,1.836625398231731987e+00
4.569999897852540016e+00,1.836135338096774205e+00
4.574999897740781307e+00,1.829222741326686164e+00
4.579999897629022598e+00,1.807536399486355583e+00
4.584999897517263889e+00,1.781203975434426212e+00
4.589999897405505180e+00,1.764196318816273701e+00
4.594999897293746471e+00,1.762953899258031809e+00
4.599999897181987762e+00,1.750242348052488461e+00
4.604999897070229053e+00,1.730212209674951263e+00
4.609999896958470345e+00,1.717748564999652228e+00
4.614999896846711636e+00,1.704728457532406205e+00
4.619999896734952927e+00,1.692287589295421668e+00
4.624999896623194218e+00,1.674652079896713275e+00
4.629999896511435509e+00,1.656909140450066209e+00
4.634999896399676800e+00,1.640522617756263513e+00
4.639999896287918091e+00,1.611391726970577531e+00
4.644999896176159382e+00,1.590370347237862525e+00
4.649999896064400673e+00,1.570935077967632765e+00
4.654999895952641964e+00,1.556534360907962045e+00
4.659999895840883255e+00,1.542821109864100704e+00
4.664999895729124546e+00,1.521294758480854714e+00
4.669999895617365837e+00,1.504017189911207364e+00
4.674999895505607128e+00,1.473251356925661559e+00
4.679999895393848419e+00,1.451018142347074713e+00
4.684999895282089710e+00,1.421210146930822038e+00
4.689999895170331001e+00,1.385900724636319969e+00
4.694999895058572292e+00,1.358551384765656955e+00
4.699999894946813583e+00,1.325934664520342254e+00
4.704999894835054874e+00,1.293539498622748640e+00
4.709999894723296165e+00,1.271073394596512474e+00
4.714999894611537457e+00,1.242651754785108587e+00
4.719999894499778748e+00,1.214149404903454244e+00
4.724999894388020039e+00,1.186492544496372981e+00
4.729999894276261330e+00,1.160024115304132408e+00
4.734999894164502621e+00,1.135482541861501771e+00
4.739999894052743912e+00,1.118843225243941530e+00
4.744999893940985203e+00,1.097624114873271051e+00
4.749999893829226494e+00,1.072627240583649444e+00
4.754999893717467785e+00,1.064367897411478969e+00
4.759999893605709076e+00,1.064290975945509254e+00
4.764999893493950367e+00,1.062667644204851047e+00
4.769999893382191658e+00,1.061330951876132911e+00
4.774999893270432949e+00,1.066567885745649091e+00
4.779999893158674240e+00,1.071928391005974035e+00
4.784999893046915531e+00,1.082941317531702197e+00
4.789999892935156822e+00,1.090261592446046146e+00
4.794999892823398113e+00,1.107237332814663189e+00
4.799999892711639404e+00,1.124092781180668466e+00
4.804999892599880695e+00,1.136474874490439824e+00
4.809999892488121986e+00,1.150348435882674103e+00
4.814999892376363277e+00,1.169703946882116652e+00
4.819999892264604568e+00,1.188791678544397712e+00
4.824999892152845860e+00,1.203099927696554383e+00
4.829999892041087151e+00,1.218728037653653340e+00
4.834999891929328442e+00,1.229956276777026680e+00
4.839999891817569733e+00,1.239532701930487146e+00
4.844999891705811024e+00,1.254491561123525445e+00
4.849999891594052315e+00,1.260765459532127153e+00
4.854999891482293606e+00,1.269850144081707599e+00
4.859999891370534897e+00,1.272162645289096616e+00
4.864999891258776188e+00,1.275371697093533374e+00
4.869999891147017479e+00,1.272171131414888245e+00
4.874999891035258770e+00,1.273223798835040332e+00
4.879999890923500061e+00,1.278260717953052072e+00
4.884999890811741352e+00,1.281232926721196597e+00
4.889999890699982643e+00,1.283931710005941751e+00
4.894999890588223934e+00,1.288623345962099931e+00
4.899999890476465225e+00,1.287679486489161862e+00
4.904999890364706516e+00,1.303991101160558275e+00
4.909999890252947807e+00,1.314205338545500368e+00
4.914999890141189098e+00,1.317334019835381564e+00
4.919999890029430389e+00,1.329791646474175026e+00
4.924999889917671680e+00,1.345391473390802561e+00
4.929999889805912971e+00,1.354900986794393525e+00
4.934999889694154263e+00,1.367449866118169322e+00
4.939999889582395554e+00,1.384332541779218051e+00
4.944999889470636845e+00,1.392304994392818074e+00
4.949999889358878136e+00,1.408556335700204221e+00
4.954999889247119427e+00,1.423537845357925047e+00
4.959999889135360718e+00,1.431423190633190679e+00
4.964999889023602009e+00,1.426279251506230583e+00
4.969999888911843300e+00,1.421004837932725584e+00
4.974999888800084591e+00,1.411769642751363740e+00
4.979999888688325882e+00,1.417622178348827644e+00
4.984999888576567173e+00,1.441280802377033599e+00
4.989999888464808464e+00,1.468026686429164895e+00
4.994999888353049755e+00,1.506421735591920275e+00
4.999999888241291046e+00,1.557273020423244336e+00
5.004999888129532337e+00,1.634418378838958574e+00
5.009999888017773628e+00,1.702992776201435854e+00
5.014999887906014919e+00,1.738911456866692573e+00
5.019999887794256210e+00,1.751165523108270783e+00
5.024999887682497501e+00,1.740898148506539123e+00
5.029999887570738792e+00,1.692584486370056096e+00
5.034999887458980083e+00,1.625279686887803443e+00
5.039999887347221375e+00,1.593941069046940662e+00
5.044999887235462666e+00,1.575718195485126039e+00
5.049999887123703957e+00,1.545904074391824201e+00
5.054999887011945248e+00,1.518887652923142539e+00
5.059999886900186539e+00,1.509835891786478257e+00
5.064999886788427830e+00,1.524874137059317070e+00
5.069999886676669121e+00,1.545203776263167850e+00
5.074999886564910412e+00,1.564644985487913642e+00
5.079999886453151703e+00,1.589929647547275726e+00
5.084999886341392994e+00,1.626649118764111002e+00
5.089999886229634285e+00,1.667671793318285633e+00
5.094999886117875576e+00,1.705324593651932119e+00
5.099999886006116867e+00,1.740658791233969271e+00
5.104999885894358158e+00,1.791866593062507507e+00
5.109999885782599449e+00,1.844653543154414876e+00
5.114999885670840740e+00,1.905307944768064976e+00
5.119999885559082031e+00,1.996199924722855457e+00
5.124999885447323322e+00,2.064642555447889993e+00
5.129999885335564613e+00,2.125731143039401250e+00
5.134999885223805904e+00,2.174573499816755628e+00
5.139999885112047195e+00,2.228976339741004509e+00
5.144999885000288486e+00,2.276646380616250465e+00
5.149999884888529778e+00,2.307030322302876524e+00
5.154999884776771069e+00,2.330216587202769141e+00
5.159999884665012360e+00,2.357375388679238792e+00
5.164999884553253651e+00,2.384044588827384903e+00
5.169999884441494942e+00,2.411670316423708993e+00
5.174999884329736233e+00,2.432697687372323614e+00
5.179999884217977524e+00,2.460877670623172531e+00
5.184999884106218815e+00,2.486011860835584120e+00
5.189999883994460106e+00,2.512146411943809277e+00
5.194999883882701397e+00,2.543360952288795662e+00
5.199999883770942688e+00,2.569132972900568301e+00
5.204999883659183979e+00,2.589309662702063974e+00
5.209999883547425270e+00,2.615471823724374367e+00
5.214999883435666561e+00,2.627224006093479058e+00
5.219999883323907852e+00,2.643552560759125036e+00
5.224999883212149143e+00,2.644654012683146149e+00
5.229999883100390434e+00,2.655700713820047909e+00
5.234999882988631725e+00,2.657722097674688033e+00
5.239999882876873016e+00,2.657204245664170905e+00
5.244999882765114307e+00,2.659370285647973731e+00
5.249999882653355598e+00,2.659369160944421218e+00
5.254999882541596889e+00,2.666881619622100352e+00
5.259999882429838181e+00,2.679442104725466844e+00
5.264999882318079472e+00,2.678143739870968432e+00
5.269999882206320763e+00,2.681028140587533581e+00
5.274999882094562054e+00,2.664302928569727058e+00
5.279999881982803345e+00,2.641507458027463340e+00
5.284999881871044636e+00,2.650376674713681435e+00
5.289999881759285927e+00,2.662666005536027836e+00
5.294999881647527218e+00,2.671428871184641451e+00
5.299999881535768509e+00,2.676503119868244518e+00
5.304999881424009800e+00,2.683390011925535390e+00
5.309999881312251091e+00,2.690896313732229927e+00
5.314999881200492382e+00,2.707941840239829645e+00
5.319999881088733673e+00,2.713876274203390615e+00
5.324999880976974964e+00,2.718286553884460055e+00
5.329999880865216255e+00,2.719775482494012131e+00
5.334999880753457546e+00,2.719709781876113119e+00
5.339999880641698837e+00,2.721343006191183189e+00
5.344999880529940128e+00,2.728255172437557885e+00
5.349999880418181419e+00,2.735328224551648812e+00
5.354999880306422710e+00,2.743703840570598462e+00
5.359999880194664001e+00,2.749704467491745241e+00
5.364999880082905293e+00,2.746325228814234798e+00
5.369999879971146584e+00,2.742039119913258549e+00
5.374999879859387875e+00,2.732632578242748522e+00
5.379999879747629166e+00,2.724607250418612292e+00
5.384999879635870457e+00,2.714653302698970982e+00
5.389999879524111748e+00,2.701277100418901789e+00
5.394999879412353039e+00,2.691251336065228816e+00
5.399999879300594330e+00,2.677245520614706109e+00
5.404999879188835621e+00,2.663113824101939198e+00
5.409999879077076912e+00,2.647572474093642825e+00
5.414999878965318203e+00,2.636233059743089857e+00
5.419999878853559494e+00,2.621935082923053884e+00
5.424999878741800785e+00,2.607234850114318547e+00
5.429999878630042076e+00,2.592686911288639262e+00
5.434999878518283367e+00,2.574227388802773131e+00
5.439999878406524658e+00,2.553898588175956608e+00
5.444999878294765949e+00,2.539645831222133499e+00
5.449999878183007240e+00,2.532650306350885838e+00
5.454999878071248531e+00,2.516234632725288911e+00
5.459999877959489822e+00,2.512611343071554426e+00
5.464999877847731113e+00,2.505927113073683099e+00
5.469999877735972404e+00,2.512759542968024284e+00
5.474999877624213696e+00,2.515723525736957455e+00
5.479999877512454987e+00,2.511517277340220566e+00
5.484999877400696278e+00,2.519217133007885412e+00
5.489999877288937569e+00,2.527317228758194201e+00
5.494999877177178860e+00,2.537198120064903417e+00
5.499999877065420151e+00,2.546879118003878339e+00
5.504999876953661442e+00,2.553674946144502300e+00
5.509999876841902733e+00,2.558229977775917430e+00
5.514999876730144024e+00,2.560391379281150570e+00
5.519999876618385315e+00,2.562322444291519119e+00
5.524999876506626606e+00,2.564299420976322796e+00
5.529999876394867897e+00,2.561069040916978512e+00
5.534999876283109188e+00,2.561263947117743633e+00
5.539999876171350479e+00,2.559109163401946052e+00
5.544999876059591770e+00,2.550487314017619855e+00
5.549999875947833061e+00,2.549974018770084339e+00
5.554999875836074352e+00,2.545831452322434352e+00
5.559999875724315643e+00,2.542786678933470323e+00
5.564999875612556934e+00,2.530227785004773633e+00
5.569999875500798225e+00,2.527667061000427928e+00
5.574999875389039516e+00,2.520498684951814727e+00
5.579999875277280807e+00,2.517968699396450738e+00
5.584999875165522099e+00,2.511790808015473164e+00
5.589999875053763390e+00,2.512428806607421627e+00
5.594999874942004681e+00,2.513234248788735581e+00
5.599999874830245972e+00,2.509951758715106784e+00
5.604999874718487263e+00,2.514608249951481245e+00
5.609999874606728554e+00,2.512933488036044771e+00
5.614999874494969845e+00,2.519393600873808925e+00
5.619999874383211136e+00,2.524204265166858807e+00
5.624999874271452427e+00,2.526739435159627511e+00
5.629999874159693718e+00,2.534437314885018999e+00
5.634999874047935009e+00,2.541166418138214311e+00
5.639999873936176300e+00,2.549878434890082257e+00
5.644999873824417591e+00,2.563699880175383417e+00
5.649999873712658882e+00,2.569550415878888217e+00
5.654999873600900173e+00,2.579247933785163038e+00
5.659999873489141464e+00,2.582744150630260194e+00
5.664999873377382755e+00,2.576288116912409443e+00
5.669999873265624046e+00,2.560261850516761140e+00
5.674999873153865337e+00,2.540340140161879035e+00
5.679999873042106628e+00,2.541995740984889895e+00
5.684999872930347919e+00,2.574191810102984146e+00
5.689999872818589211e+00,2.601392317489544137e+00
5.694999872706830502e+00,2.639957217819958846e+00
5.699999872595071793e+00,2.700867620933999902e+00
5.704999872483313084e+00,2.767450101828686115e+00
5.709999872371554375e+00,2.813163088904655051e+00
5.714999872259795666e+00,2.830612361521901210e+00
5.719999872148036957e+00,2.819209872274407669e+00
5.724999872036278248e+00,2.777081018191163153e+00
5.729999871924519539e+00,2.704749593343219516e+00
5.734999871812760830e+00,2.648370110857346749e+00
5.739999871701002121e+00,2.622061707272644426e+00
5.744999871589243412e+00,2.599682241200397037e+00
5.749999871477484703e+00,2.551212408262994114e+00
5.754999871365725994e+00,2.515128019881464283e+00
5.759999871253967285e+00,2.505212709477839361e+00
5.764999871142208576e+00,2.509664653792187394e+00
5.769999871030449867e+00,2.518783387528167328e+00
5.774999870918691158e+00,2.530478383592942748e+00
5.779999870806932449e+00,2.548349835962716803e+00
5.784999870695173740e+00,2.581820707741179000e+00
5.789999870583415031e+00,2.606277845471568266e+00
5.794999870471656322e+00,2.635912592604377380e+00
5.799999870359897614e+00,2.666708871030085248e+00
5.804999870248138905e+00,2.707750225899475005e+00
5.809999870136380196e+00,2.760970802730669416e+00
5.814999870024621487e+00,2.819324429125297460e+00
5.819999869912862778e+00,2.887078013891280825e+00
5.824999869801104069e+00,2.946295813219408810e+00
5.829999869689345360e+00,2.998886003149324964e+00
5.834999869577586651e+00,3.043082706654666847e+00
5.839999869465827942e+00,3.079523483215487634e+00
5.844999869354069233e+00,3.109623551082899784e+00
5.849999869242310524e+00,3.132245904650011514e+00
5.854999869130551815e+00,3.152932799929552665e+00
5.859999869018793106e+00,3.179163060133633145e+00
5.864999868907034397e+00,3.199815897364830963e+00
5.869999868795275688e+00,3.225490154036163570e+00
5.874999868683516979e+00,3.253154916663527629e+00
5.879999868571758270e+00,3.278607353362461563e+00
5.884999868459999561e+00,3.314192409476097279e+00
5.889999868348240852e+00,3.347329268606875630e+00
5.894999868236482143e+00,3.381565309684745113e+00
5.899999868124723434e+00,3.419169169467712877e+00
5.904999868012964725e+00,3.453096409216632079e+00
5.909999867901206017e+00,3.487902161436254644e+00
5.914999867789447308e+00,3.515313266064854503e+00
5.919999867677688599e+00,3.546582995819574258e+00
5.924999867565929890e+00,3.563906889835370517e+00
5.929999867454171181e+00,3.580419144395825537e+00
5.934999867342412472e+00,3.593129578377546540e+00
5.939999867230653763e+00,3.603076842452024309e+00
5.944999867118895054e+00,3.616847825900997737e+00
5.949999867007136345e+00,3.626178546449308815e+00
5.954999866895377636e+00,3.642936860896746953e+00
5.959999866783618927e+00,3.659286652697825382e+00
5.964999866671860218e+00,3.670627593982319858e+00
5.969999866560101509e+00,3.670641662702552210e+00
5.974999866448342800e+00,3.656417685119946803e+00
5.979999866336584091e+00,3.650063303472722787e+00
5.984999866224825382e+00,3.668653030522905922e+00
5.989999866113066673e+00,3.682572651337188141e+00
5.994999866001307964e+00,3.688445573390954468e+00
5.999999865889549255e+00,3.694609391312342783e+00
6.004999865777790546e+00,3.702905573769986081e+00
6.009999865666031837e+00,3.717201156578698207e+00
6.014999865554273129e+00,3.729910959947132287e+00
6.019999865442514420e+00,3.729950494620328794e+00
6.024999865330755711e+00,3.728369829672268931e+00
6.029999865218997002e+00,3.719813479165009262e+00
6.034999865107238293e+00,3.712367367610154290e+00
6.039999864995479584e+00,3.705906168861889061e+00
6.044999864883720875e+00,3.705514342505926706e+00
6.049999864771962166e+00,3.709985184282297510e+00
6.054999864660203457e+00,3.710170422027223136e+00
6.059999864548444748e+00,3.711629385617949861e+00
6.064999864436686039e+00,3.707731535412519985e+00
6.069999864324927330e+00,3.697357598914168264e+00
6.074999864213168621e+00,3.686571406851897770e+00
6.079999864101409912e+00,3.668523419839277544e+00
6.084999863989651203e+00,3.656767023130759409e+00
6.089999863877892494e+00,3.649885968919243773e+00
6.094999863766133785e+00,3.631927430049583183e+00
6.099999863654375076e+00,3.621221581530195355e+00
6.104999863542616367e+00,3.607339312176550905e+00
6.109999863430857658e+00,3.587231970224058042e+00
6.114999863319098949e+00,3.573233321505217663e+00
6.119999863207340240e+00,3.554281386664011055e+00
6.124999863095581532e+00,3.545415924811904151e+00
6.129999862983822823e+00,3.530131502794990439e+00
6.134999862872064114e+00,3.511743323641242309e+00
6.139999862760305405e+00,3.498748382799746537e+00
6.144999862648546696e+00,3.489282448835761219e+00
6.149999862536787987e+00,3.474716898714414359e+00
6.154999862425029278e+00,3.467604693790005133e+00
6.159999862313270569e+00,3.462137068878450297e+00
6.164999862201511860e+00,3.462296331610400291e+00
6.169999862089753151e+00,3.461929409789860745e+00
6.174999861977994442e+00,3.461981344677122152e+00
6.179999861866235733e+00,3.465207806730111084e+00
6.184999861754477024e+00,3.466566289573060899e+00
6.189999861642718315e+00,3.470691940098579842e+00
6.194999861530959606e+00,3.476902780531003323e+00
6.199999861419200897e+00,3.484697032018055918e+00
6.204999861307442188e+00,3.490835872094814718e+00
6.209999861195683479e+00,3.496777095422141990e+00
6.214999861083924770e+00,3.503689682418310802e+00
6.219999860972166061e+00,3.514064707273921950e+00
6.224999860860407352e+00,3.520183879096526081e+00
6.229999860748648643e+00,3.525186392235228894e+00
6.234999860636889935e+00,3.528374704125553762e+00
6.239999860525131226e+00,3.539129304350550953e+00
6.244999860413372517e+00,3.542469557761434018e+00
6.249999860301613808e+00,3.543512746131586511e+00
6.254999860189855099e+00,3.539455723883150107e+00
6.259999860078096390e+00,3.533389863588969337e+00
6.264999859966337681e+00,3.526803465943369353e+00
6.269999859854578972e+00,3.528628186525719190e+00
6.274999859742820263e+00,3.520960421767621362e+00
6.279999859631061554e+00,3.516623538343584876e+00
6.284999859519302845e+00,3.511669171741944151e+00
6.289999859407544136e+00,3.507271617327714974e+00
6.294999859295785427e+00,3.499437051417044753e+00
6.299999859184026718e+00,3.492731143880345890e+00
6.304999859072268009e+00,3.493781974005395696e+00
6.309999858960509300e+00,3.487332370031497319e+00
6.314999858848750591e+00,3.491419691948701498e+00
6.319999858736991882e+00,3.493042862252589309e+00
6.324999858625233173e+00,3.496901974911379885e+00
6.329999858513474464e+00,3.500201087592660354e+00
6.334999858401715755e+00,3.511152177053488366e+00
6.339999858289957047e+00,3.515486954108333340e+00
6.344999858178198338e+00,3.523208058996258885e+00
6.349999858066439629e+00,3.532753200367284130e+00
6.354999857954680920e+00,3.541520050477029002e+00
6.359999857842922211e+00,3.551473064737414642e+00
6.364999857731163502e+00,3.561790910491442474e+00
6.369999857619404793e+00,3.579579430641957494e+00
6.374999857507646084e+00,3.583523676948431991e+00
6.379999857395887375e+00,3.600252162321422755e+00
6.384999857284128666e+00,3.616438159571125688e+00
6.389999857172369957e+00,3.615370565912723766e+00
6.394999857060611248e+00,3.616001526413661793e+00
6.399999856948852539e+00,3.599648018335042998e+00
6.404999856837093830e+00,3.591407858918595597e+00
6.409999856725335121e+00,3.597891484902198123e+00
6.414999856613576412e+00,3.623984635710595370e+00
6.419999856501817703e+00,3.654644965084885566e+00
6.424999856390058994e+00,3.699655919593270337e+00
6.429999856278300285e+00,3.766116180563216176e+00
6.434999856166541576e+00,3.847432757218097521e+00
6.439999856054782867e+00,3.890401986251183164e+00
6.444999855943024158e+00,3.897898707596977541e+00
6.449999855831265450e+00,3.885077351062481199e+00
6.454999855719506741e+00,3.826493304345917057e+00
6.459999855607748032e+00,3.750185023438711518e+00
6.464999855495989323e+00,3.695495715973897699e+00
6.469999855384230614e+00,3.669082777168314546e+00
6.474999855272471905e+00,3.636636546132485659e+00
6.479999855160713196e+00,3.584337723388959063e+00
6.484999855048954487e+00,3.556857289446368586e+00
6.489999854937195778e+00,3.556465059096305836e+00
6.494999854825437069e+00,3.571025751621768052e+00
6.499999854713678360e+00,3.578215951536575901e+00
6.504999854601919651e+00,3.592529607988994123e+00
6.509999854490160942e+00,3.607843786096857297e+00
6.514999854378402233e+00,3.625904961175813401e+00
6.519999854266643524e+00,3.651451812018132070e+00
6.524999854154884815e+00,3.672127186683585620e+00
6.529999854043126106e+00,3.698047555616139626e+00
6.534999853931367397e+00,3.729860195714385984e+00
6.539999853819608688e+00,3.780576623695768745e+00
6.544999853707849979e+00,3.824486946346442817e+00
6.549999853596091270e+00,3.884553421553255337e+00
6.554999853484332561e+00,3.935420838862313975e+00
6.559999853372573853e+00,3.993551171910942887e+00
6.564999853260815144e+00,4.033583662486705634e+00
6.569999853149056435e+00,4.065981186943261605e+00
6.574999853037297726e+00,4.081399789191804572e+00
6.579999852925539017e+00,4.100856061241555217e+00
6.584999852813780308e+00,4.117062252068644845e+00
6.589999852702021599e+00,4.134372611198859460e+00
6.594999852590262890e+00,4.149319742742703987e+00
6.599999852478504181e+00,4.166734054387821296e+00
6.604999852366745472e+00,4.182694562819285977e+00
6.609999852254986763e+00,4.206584266374728820e+00
6.614999852143228054e+00,4.233668324225480895e+00
6.619999852031469345e+00,4.259923754099574467e+00
6.624999851919710636e+00,4.284861495479606930e+00
6.629999851807951927e+00,4.309237111612855387e+00
6.634999851696193218e+00,4.336183510210757319e+00
6.639999851584434509e+00,4.350419674378265711e+00
6.644999851472675800e+00,4.364680030026057977e+00
6.649999851360917091e+00,4.368980093529208908e+00
6.654999851249158382e+00,4.373846107462115995e+00
6.659999851137399673e+00,4.374062154279443781e+00
6.664999851025640965e+00,4.372547354311748791e+00
6.669999850913882256e+00,4.365288014650955617e+00
6.674999850802123547e+00,4.358696800519955339e+00
6.679999850690364838e+00,4.362726498214023252e+00
6.684999850578606129e+00,4.358435837110691935e+00
6.689999850466847420e+00,4.362035725518212281e+00
6.694999850355088711e+00,4.355454398055521814e+00
6.699999850243330002e+00,4.335537317991819073e+00
6.704999850131571293e+00,4.297930574285304672e+00
6.709999850019812584e+00,4.278893543565626345e+00
6.714999849908053875e+00,4.279874907159026520e+00
6.719999849796295166e+00,4.286154530498223814e+00
6.724999849684536457e+00,4.279889892091018666e+00
6.729999849572777748e+00,4.273354428038965480e+00
6.734999849461019039e+00,4.273573049816672409e+00
6.739999849349260330e+00,4.275094676822616790e+00
6.744999849237501621e+00,4.272057714073707935e+00
6.749999849125742912e+00,4.257448626267264835e+00
6.754999849013984203e+00,4.248206368256209231e+00
6.759999848902225494e+00,4.226479215149058000e+00
6.764999848790466785e+00,4.214250643344669811e+00
6.769999848678708076e+00,4.196586377665235901e+00
6.774999848566949368e+00,4.195996574678704683e+00
6.779999848455190659e+00,4.186382732311273003e+00
6.784999848343431950e+00,4.183130318072391773e+00
6.789999848231673241e+00,4.164979477144560072e+00
6.794999848119914532e+00,4.151168369465114694e+00
6.799999848008155823e+00,4.136401606807857512e+00
6.804999847896397114e+00,4.113910817494279115e+00
6.809999847784638405e+00,4.096319681259420697e+00
6.814999847672879696e+00,4.081163813996609768e+00
6.819999847561120987e+00,4.055879856026862740e+00
6.824999847449362278e+00,4.040533908982478550e+00
6.829999847337603569e+00,4.023780665413860369e+00
6.834999847225844860e+00,3.999664746562447526e+00
6.839999847114086151e+00,3.974954352249175482e+00
6.844999847002327442e+00,3.954264128317442228e+00
6.849999846890568733e+00,3.935167115884055544e+00
6.854999846778810024e+00,3.906852104227378941e+00
6.859999846667051315e+00,3.886484141502135170e+00
6.864999846555292606e+00,3.859895833666925125e+00
6.869999846443533897e+00,3.837468648139472194e+00
6.874999846331775188e+00,3.817348825491206910e+00
6.879999846220016479e+00,3.782855699300606389e+00
6.884999846108257771e+00,3.764083030239821159e+00
6.889999845996499062e+00,3.750978737381326589e+00
6.894999845884740353e+00,3.734348006252268259e+00
6.899999845772981644e+00,3.722826270461634390e+00
6.904999845661222935e+00,3.712708487025752291e+00
6.909999845549464226e+00,3.699279463877427787e+00
6.914999845437705517e+00,3.689601151674079205e+00
6.919999845325946808e+00,3.678567548401880938e+00
6.924999845214188099e+00,3.669243065000154402e+00
6.929999845102429390e+00,3.660517985093770132e+00
6.934999844990670681e+00,3.651408170567753242e+00
6.939999844878911972e+00,3.634292471318448126e+00
6.944999844767153263e+00,3.619177154593492762e+00
6.949999844655394554e+00,3.601037011078263017e+00
6.954999844543635845e+00,3.588822208499149014e+00
6.959999844431877136e+00,3.566106060116606802e+00
6.964999844320118427e+00,3.545445070155792688e+00
6.969999844208359718e+00,3.528457132341253910e+00
6.974999844096601009e+00,3.507183650120969887e+00
6.979999843984842300e+00,3.487401570071015477e+00
6.984999843873083591e+00,3.462560591994589210e+00
6.989999843761324883e+00,3.440091659817361425e+00
6.994999843649566174e+00,3.415016229526344205e+00
6.999999843537807465e+00,3.391475514415010828e+00
7.004999843426048756e+00,3.364718467251262446e+00
7.009999843314290047e+00,3.340749406009834388e+00
7.014999843202531338e+00,3.314540630576404023e+00
7.019999843090772629e+00,3.286654819054617871e+00
7.024999842979013920e+00,3.264499770345413499e+00
7.029999842867255211e+00,3.241167550069517844e+00
7.034999842755496502e+00,3.213935763680940472e+00
7.039999842643737793e+00,3.183715280105682055e+00
7.044999842531979084e+00,3.165373313671024924e+00
7.049999842420220375e+00,3.144345986074257748e+00
7.054999842308461666e+00,3.126698857100782103e+00
7.059999842196702957e+00,3.112097485061958491e+00
7.064999842084944248e+00,3.099296677491519603e+00
7.069999841973185539e+00,3.086163436760000600e+00
7.074999841861426830e+00,3.077372037926754622e+00
7.079999841749668121e+00,3.069497399753944755e+00
7.084999841637909412e+00,3.053815502495469847e+00
7.089999841526150703e+00,3.043480979047657797e+00
7.094999841414391994e+00,3.027287347255698258e+00
7.099999841302633286e+00,3.018150909952408423e+00
7.104999841190874577e+00,3.005108344645333496e+00
7.109999841079115868e+00,2.989101908669500762e+00
7.114999840967357159e+00,2.974820540760042764e+00
7.119999840855598450e+00,2.954756117143618077e+00
7.124999840743839741e+00,2.928934595754534964e+00
7.129999840632081032e+00,2.892472353718760658e+00
7.134999840520322323e+00,2.853861429313333975e+00
7.139999840408563614e+00,2.829443280043999920e+00
7.144999840296804905e+00,2.818040093962762338e+00
7.149999840185046196e+00,2.818714511555288293e+00
7.154999840073287487e+00,2.834124117823783706e+00
7.159999839961528778e+00,2.868602586414078726e+00
7.164999839849770069e+00,2.926493283290239056e+00
7.169999839738011360e+00,2.975311170924665127e+00
7.174999839626252651e+00,2.988285335873122950e+00
7.179999839514493942e+00,2.969036182222567266e+00
7.184999839402735233e+00,2.922021477551003610e+00
7.189999839290976524e+00,2.830846671453840724e+00
7.194999839179217815e+00,2.745413003567386045e+00
7.199999839067459106e+00,2.659690698259310704e+00
7.204999838955700397e+00,2.621779506705230745e+00
7.209999838843941689e+00,2.567471302184307635e+00
7.214999838732182980e+00,2.521594513958277606e+00
7.219999838620424271e+00,2.486944636322984792e+00
7.224999838508665562e+00,2.483448001694410490e+00
7.229999838396906853e+00,2.480939628332998748e+00
7.234999838285148144e+00,2.479782542681213897e+00
7.239999838173389435e+00,2.474965794375794115e+00
7.244999838061630726e+00,2.490202635385614816e+00
7.249999837949872017e+00,2.505150305320464899e+00
7.254999837838113308e+00,2.519042328859219193e+00
7.259999837726354599e+00,2.534355158232329597e+00
7.264999837614595890e+00,2.547844540384992751e+00
7.269999837502837181e+00,2.576162864609220726e+00
7.274999837391078472e+00,2.600206494888025688e+00
7.279999837279319763e+00,2.636431571593722101e+00
7.284999837167561054e+00,2.671273408091868973e+00
7.289999837055802345e+00,2.698915958054283859e+00
7.294999836944043636e+00,2.726652052531817194e+00
7.299999836832284927e+00,2.746999945442575530e+00
7.304999836720526218e+00,2.756014114471461163e+00
7.309999836608767509e+00,2.765474909737671627e+00
7.314999836497008801e+00,2.760683977679131651e+00
7.319999836385250092e+00,2.754867556943898954e+00
7.324999836273491383e+00,2.746800570757445659e+00
7.329999836161732674e+00,2.737320775594838551e+00
7.334999836049973965e+00,2.733995764082423285e+00
7.339999835938215256e+00,2.726211786204351561e+00
7.344999835826456547e+00,2.721112277313421757e+00
7.349999835714697838e+00,2.717295816800209263e+00
7.354999835602939129e+00,2.725516828197879882e+00
7.359999835491180420e+00,2.731398596098921328e+00
7.364999835379421711e+00,2.737794583585344999e+00
7.369999835267663002e+00,2.745644917333790236e+00
7.374999835155904293e+00,2.745438081009965892e+00
7.379999835044145584e+00,2.741506801226091472e+00
7.384999834932386875e+00,2.740200086292440940e+00
7.389999834820628166e+00,2.725376770410603999e+00
7.394999834708869457e+00,2.713400863211019587e+00
7.399999834597110748e+00,2.703290364597170203e+00
7.404999834485352039e+00,2.690385665387517555e+00
7.409999834373593330e+00,2.673407780489077012e+00
7.414999834261834621e+00,2.665501518753739862e+00
7.419999834150075912e+00,2.659415079133670812e+00
7.424999834038317204e+00,2.644238481777092087e+00
